sequence,frame,x,y,w,h,conf,cls_id,cls_name
v_-6Os86HzwCs_c009,1,458.181396484375,496.3857421875,56.6507568359375,97.304443359375,0.7888907194137573,0,person
v_-6Os86HzwCs_c009,1,1035.49267578125,371.65679931640625,64.1611328125,120.85400390625,0.7837833762168884,0,person
v_-6Os86HzwCs_c009,1,104.50392150878906,245.64141845703125,40.46592712402344,134.3548583984375,0.6169562339782715,0,person
v_-6Os86HzwCs_c009,1,859.7085571289062,278.640380859375,33.1502685546875,91.48455810546875,0.6162706613540649,0,person
v_-6Os86HzwCs_c009,1,226.59036254882812,402.1995849609375,72.83441162109375,127.79620361328125,0.5788116455078125,0,person
v_-6Os86HzwCs_c009,1,766.6666259765625,359.83819580078125,40.826171875,103.0909423828125,0.5566069483757019,0,person
v_-6Os86HzwCs_c009,1,950.0269775390625,255.32257080078125,24.633544921875,75.2138671875,0.5532236099243164,0,person
v_-6Os86HzwCs_c009,1,376.4744873046875,235.58316040039062,60.0972900390625,115.17498779296875,0.5029519200325012,0,person
v_-6Os86HzwCs_c009,1,414.17822265625,186.68756103515625,35.77532958984375,90.32733154296875,0.43910709023475647,0,person
v_-6Os86HzwCs_c009,1,296.35211181640625,449.2933349609375,86.80499267578125,128.9005126953125,0.42985695600509644,0,person
v_-6Os86HzwCs_c009,1,1113.96240234375,237.42572021484375,31.7392578125,78.087158203125,0.29989564418792725,0,person
v_-6Os86HzwCs_c009,1,315.3453063964844,451.22332763671875,54.52197265625,90.02783203125,0.2766214609146118,0,person
v_-6Os86HzwCs_c009,1,0.1320648193359375,179.14300537109375,27.866912841796875,35.834228515625,0.27416691184043884,0,person
v_-6Os86HzwCs_c009,2,1040.2691650390625,369.41607666015625,63.849609375,122.5179443359375,0.7301756143569946,0,person
v_-6Os86HzwCs_c009,2,468.4248046875,496.1202392578125,47.6829833984375,97.125,0.7099149823188782,0,person
v_-6Os86HzwCs_c009,2,376.83642578125,227.52493286132812,66.9754638671875,118.55340576171875,0.6168035268783569,0,person
v_-6Os86HzwCs_c009,2,114.75811767578125,244.78533935546875,40.328582763671875,133.27691650390625,0.6046138405799866,0,person
v_-6Os86HzwCs_c009,2,243.2994384765625,401.3779296875,68.01239013671875,129.3817138671875,0.5516408085823059,0,person
v_-6Os86HzwCs_c009,2,424.5517578125,186.76556396484375,34.719482421875,84.83795166015625,0.5355138182640076,0,person
v_-6Os86HzwCs_c009,2,325.4493408203125,449.2646179199219,72.689453125,126.91506958007812,0.5247657299041748,0,person
v_-6Os86HzwCs_c009,2,856.9520874023438,272.0555419921875,34.7119140625,97.4947509765625,0.4895721971988678,0,person
v_-6Os86HzwCs_c009,2,948.186279296875,252.06735229492188,29.9130859375,80.98583984375,0.43422186374664307,0,person
v_-6Os86HzwCs_c009,2,313.8294677734375,475.37744140625,86.4114990234375,101.1473388671875,0.3742593228816986,0,person
v_-6Os86HzwCs_c009,2,765.5445556640625,371.26568603515625,50.2109375,89.7421875,0.2840348184108734,0,person
v_-6Os86HzwCs_c009,2,1115.0367431640625,232.54833984375,39.010986328125,82.44476318359375,0.27063319087028503,0,person
v_-6Os86HzwCs_c009,2,0.04440879821777344,232.01300048828125,22.15087890625,43.2579345703125,0.2663644850254059,0,person
v_-6Os86HzwCs_c009,3,478.358642578125,493.17816162109375,42.0704345703125,100.8797607421875,0.7525993585586548,0,person
v_-6Os86HzwCs_c009,3,1035.4017333984375,369.61181640625,69.35009765625,121.34918212890625,0.7005792260169983,0,person
v_-6Os86HzwCs_c009,3,122.65159606933594,245.66754150390625,44.1026611328125,131.2396240234375,0.6309062838554382,0,person
v_-6Os86HzwCs_c009,3,262.5977783203125,396.18365478515625,61.5770263671875,133.682861328125,0.6270967721939087,0,person
v_-6Os86HzwCs_c009,3,390.8231201171875,233.69305419921875,56.859619140625,112.42529296875,0.5756587982177734,0,person
v_-6Os86HzwCs_c009,3,859.3285522460938,272.9631042480469,33.395751953125,87.75543212890625,0.5754578709602356,0,person
v_-6Os86HzwCs_c009,3,351.7418212890625,448.86846923828125,53.7698974609375,121.4476318359375,0.5682130455970764,0,person
v_-6Os86HzwCs_c009,3,431.28265380859375,185.7171630859375,36.5931396484375,86.19821166992188,0.5183978080749512,0,person
v_-6Os86HzwCs_c009,3,1113.2655029296875,239.27099609375,48.333740234375,77.2978515625,0.5026803612709045,0,person
v_-6Os86HzwCs_c009,3,392.737548828125,263.8157958984375,53.746337890625,83.591552734375,0.46178051829338074,0,person
v_-6Os86HzwCs_c009,3,950.3721313476562,250.84185791015625,33.615234375,82.4312744140625,0.4498991072177887,0,person
v_-6Os86HzwCs_c009,3,773.2565307617188,362.82415771484375,57.1234130859375,97.4412841796875,0.3181472420692444,0,person
v_-6Os86HzwCs_c009,4,485.83428955078125,492.27850341796875,36.8204345703125,108.4725341796875,0.7318518757820129,0,person
v_-6Os86HzwCs_c009,4,290.84136962890625,400.98870849609375,47.66259765625,126.8446044921875,0.6419023871421814,0,person
v_-6Os86HzwCs_c009,4,369.3064880371094,443.6708068847656,57.15728759765625,125.53463745117188,0.6340259909629822,0,person
v_-6Os86HzwCs_c009,4,1102.75537109375,228.52688598632812,66.5693359375,86.6761474609375,0.6217285394668579,0,person
v_-6Os86HzwCs_c009,4,135.13360595703125,244.44964599609375,41.2210693359375,137.344970703125,0.5621201395988464,0,person
v_-6Os86HzwCs_c009,4,405.25732421875,251.0733642578125,38.1492919921875,93.176513671875,0.5426360964775085,0,person
v_-6Os86HzwCs_c009,4,441.64984130859375,185.29690551757812,33.985107421875,85.04852294921875,0.5175705552101135,0,person
v_-6Os86HzwCs_c009,4,951.7286987304688,246.29345703125,34.351318359375,82.0086669921875,0.49042776226997375,0,person
v_-6Os86HzwCs_c009,4,1031.62255859375,376.2562255859375,75.05078125,115.835205078125,0.48062771558761597,0,person
v_-6Os86HzwCs_c009,4,847.3136596679688,270.302490234375,56.7471923828125,99.0753173828125,0.46267563104629517,0,person
v_-6Os86HzwCs_c009,4,779.4781494140625,367.04351806640625,57.2421875,93.2293701171875,0.3507789671421051,0,person
v_-6Os86HzwCs_c009,4,851.46728515625,272.29278564453125,44.01806640625,75.663818359375,0.3441028892993927,0,person
v_-6Os86HzwCs_c009,4,1032.4849853515625,407.26251220703125,72.27490234375,83.6248779296875,0.34160494804382324,0,person
v_-6Os86HzwCs_c009,4,31.267963409423828,176.13980102539062,32.07464599609375,36.59283447265625,0.26823124289512634,0,person
v_-6Os86HzwCs_c009,4,396.9426574707031,232.53213500976562,46.7220458984375,112.87286376953125,0.25235632061958313,0,person
v_-6Os86HzwCs_c009,5,489.13092041015625,490.0906982421875,38.6790771484375,106.224853515625,0.6774144172668457,0,person
v_-6Os86HzwCs_c009,5,143.81024169921875,239.49884033203125,42.35540771484375,139.47265625,0.6692827343940735,0,person
v_-6Os86HzwCs_c009,5,311.6856689453125,396.429443359375,37.26123046875,129.10626220703125,0.6506260633468628,0,person
v_-6Os86HzwCs_c009,5,1098.4307861328125,237.38299560546875,73.58935546875,77.516357421875,0.5827914476394653,0,person
v_-6Os86HzwCs_c009,5,453.61419677734375,185.26412963867188,30.19122314453125,86.0994873046875,0.5386346578598022,0,person
v_-6Os86HzwCs_c009,5,383.13848876953125,442.2344665527344,54.69970703125,127.89895629882812,0.5255500674247742,0,person
v_-6Os86HzwCs_c009,5,409.30572509765625,230.57968139648438,40.923095703125,112.68695068359375,0.5237283110618591,0,person
v_-6Os86HzwCs_c009,5,952.250244140625,246.46292114257812,37.603759765625,79.37213134765625,0.5090861320495605,0,person
v_-6Os86HzwCs_c009,5,846.6194458007812,268.1448974609375,60.7518310546875,106.24908447265625,0.44704699516296387,0,person
v_-6Os86HzwCs_c009,5,1039.29248046875,374.92584228515625,35.592041015625,111.5902099609375,0.3210969865322113,0,person
v_-6Os86HzwCs_c009,5,365.5487060546875,454.2054443359375,70.20361328125,115.83056640625,0.27752986550331116,0,person
v_-6Os86HzwCs_c009,6,492.5500183105469,489.2918701171875,40.564239501953125,105.5948486328125,0.6720668077468872,0,person
v_-6Os86HzwCs_c009,6,322.94683837890625,410.57476806640625,38.60540771484375,117.2271728515625,0.6548418402671814,0,person
v_-6Os86HzwCs_c009,6,153.95413208007812,241.31036376953125,40.26373291015625,138.626708984375,0.645000696182251,0,person
v_-6Os86HzwCs_c009,6,458.61077880859375,184.71212768554688,33.5059814453125,84.73641967773438,0.5696670413017273,0,person
v_-6Os86HzwCs_c009,6,398.7961120605469,437.48431396484375,52.5274658203125,128.574951171875,0.5658339858055115,0,person
v_-6Os86HzwCs_c009,6,417.3598327636719,227.12477111816406,38.74713134765625,117.31968688964844,0.5211667418479919,0,person
v_-6Os86HzwCs_c009,6,1038.428955078125,375.52850341796875,32.6279296875,113.8927001953125,0.5146481394767761,0,person
v_-6Os86HzwCs_c009,6,1102.955078125,234.59979248046875,69.281494140625,80.5447998046875,0.4687003791332245,0,person
v_-6Os86HzwCs_c009,6,951.3094482421875,245.42657470703125,33.1552734375,77.21710205078125,0.40813836455345154,0,person
v_-6Os86HzwCs_c009,6,844.6141357421875,270.5908203125,61.1776123046875,101.0665283203125,0.3710521459579468,0,person
v_-6Os86HzwCs_c009,6,846.9095458984375,271.23480224609375,45.90380859375,90.953857421875,0.28888970613479614,0,person
v_-6Os86HzwCs_c009,6,399.1331481933594,441.4515380859375,37.90447998046875,120.8753662109375,0.2852669060230255,0,person
v_-6Os86HzwCs_c009,7,336.106201171875,408.96990966796875,46.7451171875,117.74603271484375,0.6636962294578552,0,person
v_-6Os86HzwCs_c009,7,159.15420532226562,240.0421142578125,44.72015380859375,139.75927734375,0.6514136791229248,0,person
v_-6Os86HzwCs_c009,7,497.7143859863281,490.995361328125,41.543670654296875,104.7843017578125,0.6431359648704529,0,person
v_-6Os86HzwCs_c009,7,412.2855224609375,432.59814453125,49.7633056640625,132.7105712890625,0.6323739886283875,0,person
v_-6Os86HzwCs_c009,7,465.869140625,183.09799194335938,33.5570068359375,86.89605712890625,0.5719996690750122,0,person
