frame,id,x,y,w,h,conf,cls_id,cls_name
1,1,458.181396484375,496.3857421875,56.6507568359375,97.304443359375,0.7888911962509155,0,person
1,2,1035.49267578125,371.6567993164063,64.1611328125,120.85400390625,0.7837833762168884,0,person
1,3,104.50392150878906,245.64141845703125,40.46592712402344,134.3548583984375,0.6169567108154297,0,person
1,4,859.7086181640625,278.640380859375,33.150146484375,91.48455810546876,0.6162707209587097,0,person
1,5,226.59036254882807,402.1995849609375,72.83441162109375,127.79620361328124,0.5788120031356812,0,person
1,6,766.6666259765625,359.83819580078125,40.826171875,103.0909423828125,0.5566071271896362,0,person
1,7,950.0269775390624,255.32257080078125,24.633544921875,75.2138671875,0.5532240271568298,0,person
1,8,376.4744873046875,235.58316040039065,60.0972900390625,115.17498779296876,0.5029520988464355,0,person
1,9,414.1782531738281,186.68756103515625,35.7752685546875,90.32733154296876,0.4391075074672699,0,person
1,10,296.35211181640625,449.2934265136719,86.8050537109375,128.90042114257812,0.4298571944236755,0,person
1,11,1113.96240234375,237.42572021484372,31.7392578125,78.087158203125,0.2998961210250854,0,person
1,12,315.3453369140625,451.2233276367188,54.52197265625,90.02783203125,0.2766211330890655,0,person
1,13,0.1320648193359375,179.14300537109375,27.86690330505371,35.834228515625,0.2741672694683075,0,person
2,3,114.75811767578124,244.78533935546875,40.32858276367188,133.27685546875,0.6046140789985657,0,person
2,5,243.2994384765625,401.3779296875,68.01239013671875,129.3817138671875,0.5516406297683716,0,person
2,9,424.5517578125,186.76556396484372,34.719482421875,84.83795166015625,0.5355129241943359,0,person
2,2,1040.2691650390625,369.41607666015625,63.849609375,122.5179443359375,0.730175793170929,0,person
2,1,468.42474365234375,496.120361328125,47.68310546875,97.1248779296875,0.7099149823188782,0,person
2,8,376.8364868164063,227.52493286132807,66.9754638671875,118.55340576171876,0.6168035268783569,0,person
2,10,325.44927978515625,449.2645263671875,72.68951416015625,126.9151611328125,0.5247655510902405,0,person
2,11,1115.0367431640625,232.54833984375,39.010986328125,82.44482421875,0.270633190870285,0,person
2,4,856.9520874023438,272.0555419921875,34.7119140625,97.4947509765625,0.4895718991756439,0,person
2,6,765.5445556640625,371.2657165527344,50.2109375,89.74212646484375,0.2840343117713928,0,person
2,7,948.186279296875,252.06735229492188,29.9130859375,80.98583984375,0.4342215061187744,0,person
2,12,313.8294677734375,475.37744140625,86.4114990234375,101.1473388671875,0.3742590248584747,0,person
2,14,0.0443973541259765,232.01300048828125,22.150903701782227,43.2579345703125,0.2663646936416626,0,person
3,9,431.28265380859375,185.7171630859375,36.5931396484375,86.19821166992188,0.5183979272842407,0,person
3,2,1035.4017333984375,369.61181640625,69.35009765625,121.34918212890624,0.7005787491798401,0,person
3,3,122.651611328125,245.66754150390625,44.102630615234375,131.2396240234375,0.6309061050415039,0,person
3,5,262.5977783203125,396.18365478515625,61.5770263671875,133.682861328125,0.6270967125892639,0,person
3,7,950.3721313476562,250.84185791015625,33.615234375,82.4312744140625,0.449898898601532,0,person
3,1,478.358642578125,493.17816162109375,42.0704345703125,100.8797607421875,0.7525995969772339,0,person
3,4,859.3285522460938,272.96307373046875,33.395751953125,87.7554931640625,0.5754579901695251,0,person
3,8,390.8231201171875,233.69305419921875,56.859619140625,112.42529296875,0.5756586790084839,0,person
3,6,773.2565307617188,362.82415771484375,57.1234130859375,97.4412841796875,0.3181474208831787,0,person
3,11,1113.2655029296875,239.27099609375,48.333740234375,77.2978515625,0.5026801228523254,0,person
3,10,351.7418212890625,448.868408203125,53.7698974609375,121.44775390625,0.5682129859924316,0,person
3,15,392.737548828125,263.8157958984375,53.746337890625,83.591552734375,0.4617806673049927,0,person
4,6,779.4781494140625,367.0435180664063,57.2421875,93.2293701171875,0.3507794737815857,0,person
4,9,441.6498718261719,185.29690551757807,33.985107421875,85.04852294921875,0.5175710916519165,0,person
4,3,135.13360595703125,244.44964599609372,41.2210693359375,137.34490966796875,0.5621196627616882,0,person
4,2,1031.62255859375,376.2562255859375,75.05078125,115.835205078125,0.4806280434131622,0,person
4,1,485.8342895507813,492.2785034179688,36.8204345703125,108.4725341796875,0.7318521738052368,0,person
4,8,396.9426574707031,232.5321350097656,46.7220458984375,112.87286376953124,0.2523558735847473,0,person
4,10,369.3064880371094,443.6708068847656,57.15728759765625,125.53463745117188,0.6340255737304688,0,person
4,7,951.7286987304688,246.29345703125,34.351318359375,82.0086669921875,0.4904276430606842,0,person
4,5,290.84136962890625,400.98870849609375,47.66259765625,126.8446044921875,0.6419020891189575,0,person
4,4,851.46728515625,272.2927551269531,44.01806640625,75.663818359375,0.344103455543518,0,person
4,11,1102.75537109375,228.52685546875,66.5693359375,86.6761474609375,0.6217281222343445,0,person
4,15,405.25732421875,251.07342529296875,38.1492919921875,93.17645263671876,0.5426358580589294,0,person
4,16,847.3136596679688,270.302490234375,56.7471923828125,99.0753173828125,0.4626757800579071,0,person
4,17,1032.4849853515625,407.262451171875,72.27490234375,83.62493896484375,0.3416047990322113,0,person
4,18,31.26795196533203,176.13980102539062,32.07465362548828,36.59283447265625,0.2682315707206726,0,person
5,3,143.81024169921875,239.4989013671875,42.35540771484375,139.4725341796875,0.6692831516265869,0,person
5,10,383.1384887695313,442.2345581054688,54.69970703125,127.89892578125,0.5255498886108398,0,person
