frame,id,x,y,w,h,conf,cls_id,cls_name
1,1,458.181396484375,496.3857421875,56.6507568359375,97.304443359375,0.7888911962509155,0,person
1,2,1035.49267578125,371.6567993164063,64.1611328125,120.85400390625,0.7837833762168884,0,person
1,3,104.50392150878906,245.64141845703125,40.46592712402344,134.3548583984375,0.6169567108154297,0,person
1,4,859.7086181640625,278.640380859375,33.150146484375,91.48455810546876,0.6162707209587097,0,person
1,5,226.59036254882807,402.1995849609375,72.83441162109375,127.79620361328124,0.5788120031356812,0,person
1,6,766.6666259765625,359.83819580078125,40.826171875,103.0909423828125,0.5566071271896362,0,person
1,7,950.0269775390624,255.32257080078125,24.633544921875,75.2138671875,0.5532240271568298,0,person
1,8,376.4744873046875,235.58316040039065,60.0972900390625,115.17498779296876,0.5029520988464355,0,person
1,9,414.1782531738281,186.68756103515625,35.7752685546875,90.32733154296876,0.4391075074672699,0,person
1,10,296.35211181640625,449.2934265136719,86.8050537109375,128.90042114257812,0.4298571944236755,0,person
1,11,1113.96240234375,237.42572021484372,31.7392578125,78.087158203125,0.2998961210250854,0,person
1,12,315.3453369140625,451.2233276367188,54.52197265625,90.02783203125,0.2766211330890655,0,person
1,13,0.1320648193359375,179.14300537109375,27.86690330505371,35.834228515625,0.2741672694683075,0,person
6,4,846.9095458984375,271.2348022460937,45.90380859375,90.953857421875,0.2888897061347961,0,person
6,7,951.3094482421876,245.42657470703125,33.1552734375,77.2171630859375,0.4081380665302276,0,person
6,2,1038.428955078125,375.5284423828125,32.6279296875,113.8927001953125,0.5146482586860657,0,person
6,12,322.94683837890625,410.5747680664063,38.60540771484375,117.2271728515625,0.654841959476471,0,person
6,11,1102.955078125,234.59979248046875,69.281494140625,80.5447998046875,0.4687003195285797,0,person
6,14,492.5500183105469,489.291748046875,40.564239501953125,105.594970703125,0.672066867351532,0,person
6,15,153.9541015625,241.31036376953125,40.26373291015625,138.62677001953125,0.6450005769729614,0,person
6,16,458.61077880859375,184.71212768554688,33.5059814453125,84.73641967773438,0.5696669220924377,0,person
6,17,398.7961120605469,437.48431396484375,52.5274658203125,128.574951171875,0.5658342242240906,0,person
6,18,417.35980224609375,227.1247711181641,38.7471923828125,117.31968688964844,0.5211672782897949,0,person
6,19,844.6141357421875,270.5908203125,61.1776123046875,101.0665283203125,0.3710521459579468,0,person
6,20,399.1331176757813,441.4515380859375,37.904541015625,120.8753662109375,0.2852672934532165,0,person
11,2,1030.14599609375,369.2672729492188,41.96435546875,90.924560546875,0.3146573305130005,0,person
11,7,954.5894775390624,269.51690673828125,33.34326171875,56.6611328125,0.4669284224510193,0,person
11,11,1123.1158447265625,222.2516632080078,42.709716796875,97.02378845214844,0.6006284952163696,0,person
11,4,838.052734375,278.8187255859375,37.267578125,87.27294921875,0.293679416179657,0,person
11,18,429.3290710449219,223.56735229492188,44.01715087890625,118.62457275390624,0.3869495093822479,0,person
11,14,507.70263671875,489.480712890625,48.3575439453125,104.635986328125,0.7004023790359497,0,person
11,17,363.6602783203125,397.23724365234375,89.9393310546875,133.6439208984375,0.7257012128829956,0,person
11,1,451.86322021484375,433.1350402832031,52.519775390625,129.04830932617188,0.7015513181686401,0,person
11,19,844.9932861328125,277.7172546386719,28.0635986328125,69.60491943359375,0.2634077668190002,0,person
11,21,191.9951019287109,233.9742431640625,39.95989990234375,140.7928466796875,0.6176776885986328,0,person
11,22,495.7321166992188,178.64382934570312,32.4599609375,85.73886108398438,0.5375314354896545,0,person
11,23,428.52337646484375,263.6522216796875,47.5772705078125,78.513671875,0.5064751505851746,0,person
11,24,23.626707077026367,247.09356689453125,34.81951904296875,98.9605712890625,0.4301837980747223,0,person
11,25,799.6885986328125,369.28265380859375,36.815673828125,94.1937255859375,0.4211836755275726,0,person
16,11,1119.90185546875,225.763916015625,41.993896484375,92.0595703125,0.4904088377952575,0,person
16,25,805.1417236328125,381.0823974609375,40.603759765625,83.4552001953125,0.3284589946269989,0,person
16,1,455.9849243164063,402.5540771484375,49.342529296875,130.57415771484375,0.7343208193778992,0,person
16,14,519.7105712890625,506.9552001953125,44.124267578125,88.655029296875,0.2861347198486328,0,person
16,7,952.20263671875,247.08816528320312,27.8946533203125,74.80517578125,0.3361625969409942,0,person
16,2,1025.5694580078125,373.8820190429688,29.42578125,91.6331787109375,0.391722559928894,0,person
16,4,829.4608154296875,278.01824951171875,32.6732177734375,69.9632568359375,0.4380911588668823,0,person
16,23,452.2764892578125,242.3895263671875,37.7679443359375,97.548095703125,0.5963543057441711,0,person
16,26,214.4935302734375,224.38119506835935,50.1033935546875,146.137451171875,0.643609881401062,0,person
16,27,525.034423828125,173.04620361328125,34.292236328125,90.51654052734376,0.5826573371887207,0,person
16,28,56.56175231933594,241.29931640625,33.65650939941406,97.80413818359376,0.5213049054145813,0,person
16,29,524.3770141601562,424.9715576171875,61.029296875,96.85595703125,0.3361920118331909,0,person
16,30,124.82083129882812,160.57778930664062,32.770904541015625,96.1043701171875,0.2669722735881805,0,person
21,25,800.4221801757812,369.4735107421875,39.89404296875,94.091064453125,0.3811923265457153,0,person
21,11,1115.096923828125,213.98345947265625,55.22314453125,103.275634765625,0.6005261540412903,0,person
21,7,944.9263916015624,240.35919189453125,41.669189453125,91.269287109375,0.328442245721817,0,person
21,23,463.235107421875,245.17926025390625,37.570068359375,95.97265625,0.5805273652076721,0,person
